recall_id,clause_id,clause_text,rephrased_text
5def503a8ccc565e6e7dfeb6,11,"They questioned bear hunting,","Doubts about the bear hunt surfaced among them,"
5def503a8ccc565e6e7dfeb6,12,but one friend pointed out that they needed proof to show people back home.,yet one comrade argued they required tangible evidence to impress their peers back in the city.
5def503a8ccc565e6e7dfeb6,13,"After what seems to be peer pressure, the group agreed on a game where the loser would go and hunt the bear and bring it back.","Yielding to what appeared to be group persuasion, they settled on a challenge: the loser must hunt the bear alone and return with it."
5def503a8ccc565e6e7dfeb6,14,"Once back, the remaining friends would skin it and pack the bear to take home.","Upon his return, the others would undertake the task of skinning and preparing the bear for transport."
5def503a8ccc565e6e7dfeb6,15,"The narrator friend lost the game and went out,","Fate had it that the farm-reared friend lost the wager and set out,"
5def503a8ccc565e6e7dfeb6,16,he saw the bear and realised that the gun he had taken to shoot the bear wasn't loaded.,only to discover upon encountering the bear that his firearm was not loaded.
5def503a8ccc565e6e7dfeb6,17,"He realised this, when he pointed the gun and tried to shoot.",This alarming fact dawned on him as he aimed and attempted to discharge the weapon.
5def503a8ccc565e6e7dfeb6,18,He ran back to the cabin with the bear closing in.,"In a panic, he sprinted back to the shelter, the bear hot on his heels."
5def503a8ccc565e6e7dfeb6,19,"Once he reached the cabin, he began screaming for the friends to open the door,","Reaching the refuge, he shouted for his companions to unlock the entrance,"
5def503a8ccc565e6e7dfeb6,20,he went in and turned left and the bear followed.,"dashed inside, veered to the left, with the bear in pursuit."
5def503a8ccc565e6e7dfeb6,21,"He told his friends that his task was complete,","He announced to his comrades that he had fulfilled his part of the deal,"
5def503a8ccc565e6e7dfeb6,22,he had brought the bear to them as agreed and now they had to skin and pack it.,"having delivered the bear to them, it was now their responsibility to skin it and prepare it for the journey."
5def503a8ccc565e6e7dfeb6,23,He was never asked to bear hunt again.,"From that day forward, he was never again invited to participate in a bear hunt."
5e12603776c03b8d43b40747,1,"The narrator was acquaintances with 3 other people he knew in high school athletics,","The storyteller had known three individuals from his high school sports days,"
5e12603776c03b8d43b40747,2,and became much friendlier and closer to them when they went to the same college beginning in 1949.,and their friendship deepened when they all attended the same university starting in 1949.
5e12603776c03b8d43b40747,3,The narrator was from a farm,The storyteller hailed from a rural farmstead
5e12603776c03b8d43b40747,4,and the other 3 were from the city,while his three friends originated from urban areas
5e12603776c03b8d43b40747,5,and were interested in farm life.,and showed curiosity about agricultural life.
5e12603776c03b8d43b40747,6,They would visit the narrator's farm,They would make trips to the storyteller's agricultural homestead
5e12603776c03b8d43b40747,7,and help with farm work,and lend a hand with the agricultural tasks
5e12603776c03b8d43b40747,8,and then hunt rabbits and squirrels.,followed by hunting expeditions for rabbits and squirrels.
5e12603776c03b8d43b40747,9,The narrator wasn't interested in hunting,Hunting did not captivate the storyteller's interest
5e12603776c03b8d43b40747,10,but went along with it as the rest of the group were interested.,yet he participated because it engaged the rest of the group.
5e12603776c03b8d43b40747,11,Eventually one of the group decided they should go bear hunting.,"At one point, a member of the group proposed that they should attempt bear hunting."
5e12603776c03b8d43b40747,12,They got a plane to Fort Wayne,They boarded a flight to Fort Wayne
5e12603776c03b8d43b40747,13,and then another plane into Canada,and took a subsequent flight into Canadian territory
5e12603776c03b8d43b40747,14,"where they landed on a lake,","where they made a water landing on a lake,"
5e12603776c03b8d43b40747,15,canoed for a day and a half,paddled for a day and a half
5e12603776c03b8d43b40747,16,and hiked what the narrator believed to be 500 miles to the cabin they had rented.,and trekked what seemed to the storyteller like 500 miles to their rented lodge.
5e12603776c03b8d43b40747,17,"When they got there, it was so remote and spooky that none of them wanted to go hunting.","Upon arrival, the lodge's isolation and eerie atmosphere dissuaded them from hunting."
5e12603776c03b8d43b40747,18,"They stayed in the cabin, ate, slept and played cards","They confined themselves to the lodge, consuming food, resting, and engaging in card games"
5e12603776c03b8d43b40747,19,until one of the group decided they had to go home with proof they had hunted a bear,until one individual insisted they must return with evidence of a bear hunt
5e12603776c03b8d43b40747,20,or else they would be teased for not going through with it.,to avoid ridicule for not fulfilling their plan.
5e12603776c03b8d43b40747,21,They decided to play a game,They agreed to engage in a game
5e12603776c03b8d43b40747,22,and whoever got the high card from the deck would go out and hunt the bear,where the person drawing the highest card would undertake the bear hunt
5e12603776c03b8d43b40747,23,while the others would skin it and prepare it for being brought home.,as the rest took on the task of skinning and preparing the catch for transport.
5e12603776c03b8d43b40747,24,The narrator drew the high card,Fate had the storyteller draw the highest card
5e12603776c03b8d43b40747,25,and went out to hunt a bear.,compelling him to venture out in pursuit of a bear.
5e12603776c03b8d43b40747,26,After walking through the woods he came upon a huge old bear.,"Navigating the forest, he encountered an enormous, aged bear."
5e12603776c03b8d43b40747,27,This bear was bigger than even any picture of a bear the narrator had ever seen.,The bear's size surpassed any bear he had seen in images.
5e12603776c03b8d43b40747,28,"He took aim with his gun,","He positioned his firearm and took aim,"
5e12603776c03b8d43b40747,29,pulled the trigger,squeezed the trigger
5e12603776c03b8d43b40747,30,but nothing happened.,only to realize the rifle discharged no shot.
5e12603776c03b8d43b40747,31,He had forgotten to load the gun.,"In his oversight, he had not loaded the firearm."
5e12603776c03b8d43b40747,32,So he started running back towards the cabin,"Thus, he bolted back towards the lodge"
5e12603776c03b8d43b40747,33,and as he neared it he started shouting to his friends to open the door,yelling to his companions to unlatch the door as he approached
5e12603776c03b8d43b40747,34,which they did.,which they promptly did.
5e12603776c03b8d43b40747,35,The narrator ran inside,The storyteller dashed inside
5e12603776c03b8d43b40747,36,and told his friends that he got the bear,and proclaimed to his comrades that he had slain the bear
5e12603776c03b8d43b40747,37,and now it was their turn to skin him!,and now it was their duty to skin the beast!
5e12603776c03b8d43b40747,38,They've never gone hunting since in the intervening 30 years.,They have abstained from any hunting excursions in the subsequent three decades.
5e15d85bd62abeba42692ed3,1,The story was about a person and his three friends.,The narrative centered on an individual and his trio of companions.
5e15d85bd62abeba42692ed3,2,They had gone to school in the same place.,All of them had received their education at the same institution.
5e15d85bd62abeba42692ed3,3,Then they met at college in 1949.,"Later, they reunited at a university in the year 1949."
5e15d85bd62abeba42692ed3,4,Their paths had crossed in the past.,Their lives had intersected previously.
5e15d85bd62abeba42692ed3,5,"Despite attending different schools, they had all been athletic.","Even though they went to various schools, each had been involved in sports."
5e15d85bd62abeba42692ed3,6,So they had become acquainted.,"Thus, they became familiar with one another."
5e15d85bd62abeba42692ed3,7,They became good friends after graduation.,"Post-graduation, they forged a strong friendship."
5e15d85bd62abeba42692ed3,8,When they then attended the same school.,This occurred when they all enrolled in the same educational facility.
5e15d85bd62abeba42692ed3,9,The author had lived on a farm.,The writer had grown up on a rural farmstead.
5e15d85bd62abeba42692ed3,10,But the other three were from the city.,"Conversely, the remaining trio hailed from urban areas."
5e15d85bd62abeba42692ed3,11,The friends used to meet up on the farm to hunt for rabbits and squirrels.,The group often gathered at the farm to engage in rabbit and squirrel hunting.
5e15d85bd62abeba42692ed3,12,The city boys used to enjoy it more than the author.,The urban dwellers found this activity more thrilling than the writer did.
5e15d85bd62abeba42692ed3,13,He'd been brought up on the farm.,He had been raised in the countryside.
5e15d85bd62abeba42692ed3,14,So it was the norm for him.,"For him, this was simply routine."
5e15d85bd62abeba42692ed3,15,And he didn't get excited by it.,"Consequently, he wasn't thrilled by the activity."
5e15d85bd62abeba42692ed3,16,This went on for quite a few years.,This routine persisted for a number of years.
5e15d85bd62abeba42692ed3,17,Until one day the young men decided that they would like to go bear hunting in Canada.,Until the moment arrived when the men aspired to pursue bear hunting in Canada.
5e15d85bd62abeba42692ed3,18,Whilst the idea didn't really appeal to the author.,Although the concept didn't particularly entice the writer.
5e15d85bd62abeba42692ed3,19,He was part of the group.,He was a member of the clique.
5e15d85bd62abeba42692ed3,20,And got talked into going along with them.,And was persuaded to join them on the trip.
5e15d85bd62abeba42692ed3,21,He was concerned that he may be hunted by the bear rather than the other way round.,He harbored fears of becoming the prey rather than the predator.
5e15d85bd62abeba42692ed3,22,They took an aeroplane.,They journeyed by plane.
5e15d85bd62abeba42692ed3,23,And landed on a lake.,Touching down on a body of water.
5e15d85bd62abeba42692ed3,24,It was still a long way to their destination.,Their final destination was still a considerable distance away.
5e15d85bd62abeba42692ed3,25,And they had to hike and use canoes to get there.,They needed to trek and paddle canoes to reach it.
5e15d85bd62abeba42692ed3,26,They reached their cabin.,"Eventually, they arrived at their lodge."
5e15d85bd62abeba42692ed3,27,But the author was still apprehensive about the expedition.,Yet the writer remained uneasy about the hunting venture.
5e15d85bd62abeba42692ed3,28,And described it as spooky.,And he characterized the atmosphere as eerie.
5e15d85bd62abeba42692ed3,29,"In fact, none of the men wanted to go out into the woods.","Indeed, none of the men were eager to venture into the forest."
5e15d85bd62abeba42692ed3,30,So they stayed in the cabin for several days.,"Hence, they spent several days inside the lodge."
5e15d85bd62abeba42692ed3,31,They had taken groceries with them.,They had brought food supplies with them.
5e15d85bd62abeba42692ed3,32,And played cards.,And engaged in card games.
5e15d85bd62abeba42692ed3,33,They then discussed the shame of returning home having not hunted a bear.,They debated the embarrassment of returning empty-handed.
5e15d85bd62abeba42692ed3,34,As they had told too many people about it.,Since they had boasted about the hunt to many.
5e15d85bd62abeba42692ed3,35,And knew that there was an expectation.,And were aware of the expectations placed upon them.
5e15d85bd62abeba42692ed3,36,They used the cards to determine who was going to go out to hunt the bear.,They decided to use the card game to choose the bear hunter.
5e15d85bd62abeba42692ed3,37,The person who drew the high card would be the one to go.,The one who drew the highest card would undertake the task.
5e15d85bd62abeba42692ed3,38,"Unfortunately for the author, it was him.","Regrettably for the writer, he was the one selected."
5e15d85bd62abeba42692ed3,39,Typical as he was the one that didn't want to be there in the first place.,"Ironically, he was the least enthusiastic about the whole affair."
5e15d85bd62abeba42692ed3,40,He grabbed his and went into the woods.,He took his gear and ventured into the forest.
5e15d85bd62abeba42692ed3,41,There was a noise.,A sound caught his attention.
5e15d85bd62abeba42692ed3,42,And he turned around to face the biggest bear ever.,He spun around to confront an enormous bear.
5e15d85bd62abeba42692ed3,43,He aimed at it with his gun.,He pointed his firearm at the creature.
5e15d85bd62abeba42692ed3,44,Then realised he had forgotten to load it.,Only to realize he hadn't loaded it.
5e15d85bd62abeba42692ed3,45,The bear was angry.,The bear was enraged.
5e15d85bd62abeba42692ed3,46,And started to chase him.,And it began to pursue him.
5e15d85bd62abeba42692ed3,47,"Luckily, despite the bear being on his heels, he reached the cabin.","Fortuitously, he managed to make it back to the lodge with the bear close behind."
5e15d85bd62abeba42692ed3,48,And shouted for the others to open the door.,Yelling for his companions to unlock the door.
5e15d85bd62abeba42692ed3,49,He then made a quick left turn.,He swiftly veered left.
5e15d85bd62abeba42692ed3,50,But the bear turned right.,While the bear took a right.
5e15d85bd62abeba42692ed3,51,"Once safely inside the cabin, the author then said to his friends ""There he is.","Once inside the safety of the lodge, the writer then proclaimed to his pals, ""There's your bear."
5e15d85bd62abeba42692ed3,52,"You skin him and I'll go and get another one!""","You deal with the skinning, and I'll fetch us another!"""
5e15d85bd62abeba42692ed3,53,Thirty years had elapsed.,Three decades had passed since then.
5e15d85bd62abeba42692ed3,54,And the friends had had not desire to go hunting ever again.,And the friends had lost all interest in hunting thereafter.
5e3e964a5ed1320e1757da5a,1,A group of 3 male friends in 1946 who used to go hunting together,"In 1946, three male companions frequently went on hunting expeditions together"
5e3e964a5ed1320e1757da5a,2,The main protagonist wasn't really into it all,"However, the lead character wasn't particularly fond of the activity"
5e3e964a5ed1320e1757da5a,3,He just went hunting with them to fit in,His participation in the hunts was merely to blend in with his friends
5e3e964a5ed1320e1757da5a,4,One day they travel to Canada on a flight,"On one occasion, they embarked on a journey to Canada by plane"
5e3e964a5ed1320e1757da5a,5,They canoe and backpack to go hunt a bear,"To pursue a bear, they paddled a canoe and hiked with their gear"
5e3e964a5ed1320e1757da5a,6,They started slacking off,They began to procrastinate
5e3e964a5ed1320e1757da5a,7,They then decided they needed to bring a bear back with them or be made fun of,They resolved that they must return with a bear or face ridicule
5e3e964a5ed1320e1757da5a,8,They decided who went to get the bear with a card game of who got the highest card,"The decision of who would hunt the bear was made through a card game, with the highest card determining the hunter"
5e3e964a5ed1320e1757da5a,9,The main protagonist did,The lead character ended up drawing the highest card
5e3e964a5ed1320e1757da5a,10,So he went outside to go hunt a bear,"Thus, he set out to track down a bear"
5e3e964a5ed1320e1757da5a,11,He encountered the biggest old bear ever,"He came face to face with an enormous, aged bear"
5e3e964a5ed1320e1757da5a,12,He forgot to load his gun,He realized he had neglected to load his firearm
5e3e964a5ed1320e1757da5a,13,So he ran back to the cabin,"Consequently, he sprinted back to the safety of the cabin"
5e3e964a5ed1320e1757da5a,14,Eventually they kill the bear,"In the end, they managed to slay the bear"
5e3e964a5ed1320e1757da5a,15,The other 2 guys butcher and skin it,The other two members took on the task of butchering and skinning the animal
5e3e964a5ed1320e1757da5a,16,They haven't gone hunting since.,They have abstained from hunting ever since.
5e7c8696aaaa890009345427,1,This is a story about a man and his friends from college.,The narrative revolves around a gentleman and his university companions.
5e7c8696aaaa890009345427,2,They actually met before college playing on a sports team.,"Interestingly, their acquaintance began pre-college through a shared involvement in a sports squad."
5e7c8696aaaa890009345427,3,They were all from the city but the man telling the story was from a farm.,"Originating from an urban environment, the storyteller was the exception, hailing from a rural farmstead."
5e7c8696aaaa890009345427,4,They used to meet at the farm all the time to hunt squirrels and rabbits.,Frequent gatherings at the farmstead for the pursuit of hunting squirrels and hares were commonplace among them.
5e7c8696aaaa890009345427,5,The man wasn't into hunting much but was part of the group.,"Although not particularly fond of hunting, the man remained an integral part of the collective."
5e7c8696aaaa890009345427,6,One day they decided to go to Canada on a bear hunting trip.,"On a particular occasion, they resolved to embark on a bear hunting expedition in Canada."
5e7c8696aaaa890009345427,7,They flew there and then got canoes across a lake.,"Upon arrival, they traversed a lake by canoe to continue their journey."
5e7c8696aaaa890009345427,8,They then had 500 miles to hike to a cabin they had rented.,"Subsequently, they faced a trek of 500 miles to reach a cabin they had secured for their stay."
5e7c8696aaaa890009345427,9,The man didn't really have any interest in hunting but he went anyway.,"Despite his lack of enthusiasm for the hunt, the man joined the excursion nonetheless."
5e7c8696aaaa890009345427,10,"Once they got to the cabin in the north woods they decided none of them really wanted to hunt, so they stayed in the cabin and played cards and things.","Reaching the secluded cabin in the northern forest, they collectively decided against hunting and instead engaged in card games and similar activities."
5e7c8696aaaa890009345427,11,"After 3 or 4 days they realised they needed to get a bear to take back home, as they'd told everyone they were going bear hunting.","However, after several days, they recognized the need to procure a bear to fulfill the expectations set by their bear hunting declaration."
5e7c8696aaaa890009345427,12,They cut the cards to decide who would go into the woods to hunt.,A game of chance with cards was employed to determine the individual who would venture into the woods for the hunt.
5e7c8696aaaa890009345427,13,The man had to do it.,Fate dictated that the man should undertake the task.
5e7c8696aaaa890009345427,14,"He came across an old large bear, of the like he'd never seen before, even in a photograph.","In the wilderness, he encountered a venerable bear of a size beyond his wildest imaginations, surpassing any depiction he had previously seen."
5e7c8696aaaa890009345427,15,He tried to shoot him but realised he'd forgotten to load the old gun.,He attempted to fire at the creature but then realized the antiquated firearm was not loaded.
5e7c8696aaaa890009345427,16,"The bear ran at the man, so he turned and ran fast back to the cabin.","Provoked, the bear charged towards him, prompting the man to retreat hastily to the safety of the cabin."
5e7c8696aaaa890009345427,17,As he approached he yelled 'open the door' and the bear went into the cabin.,"Nearing the cabin, he shouted for the door to be opened, inadvertently leading the bear inside."
5e7c8696aaaa890009345427,18,They never went hunting again.,"Following this incident, they renounced the pursuit of hunting altogether."
5ea040075511b505cf6ec1eb,1,There were 4 boys,Four boys existed
5ea040075511b505cf6ec1eb,2,who started and finished schooling together.,who commenced and concluded their education as a group.
5ea040075511b505cf6ec1eb,3,One lived on a farm,One resided on agricultural land
5ea040075511b505cf6ec1eb,4,and 3 were city boys.,while the other three were urban dwellers.
5ea040075511b505cf6ec1eb,5,During their younger years the city boys spent a lot of time visiting the farm,"In their early years, the urban lads often visited the rural property"
5ea040075511b505cf6ec1eb,6,and hunting for rabbits and squirrels.,engaging in the pursuit of hares and tree-dwelling rodents.
5ea040075511b505cf6ec1eb,7,They all enjoyed the outdoor life.,They all took pleasure in life amidst nature.
5ea040075511b505cf6ec1eb,8,Long after they left school the city boys decided it would be a good idea to go to Canada to hunt bear.,"Years after their schooling, the urbanites thought it wise to venture to Canada for bear hunting."
5ea040075511b505cf6ec1eb,9,"The farm boy wasn't at all keen,","The rural youth was not particularly enthusiastic,"
5ea040075511b505cf6ec1eb,10,but was persuaded to go.,yet he was convinced to join the expedition.
5ea040075511b505cf6ec1eb,11,"The travelling took a long time by plane, canoe and a 500 mile walk to the north woods.","The journey was lengthy, involving air travel, paddling a canoe, and trekking 500 miles to the northern forests."
5ea040075511b505cf6ec1eb,12,They stayed in a cabin,They took up residence in a wooden lodge
5ea040075511b505cf6ec1eb,13,"but decided they really didn't want to shoot a bear,","but concluded they had no real desire to hunt a bear,"
5ea040075511b505cf6ec1eb,14,"so they spent time eating, sleeping and playing cards.","thus they occupied themselves with dining, resting, and card games."
5ea040075511b505cf6ec1eb,15,However it was decided that one of them should shoot a bear,"Nevertheless, they resolved that one should hunt a bear"
5ea040075511b505cf6ec1eb,16,because everyone back home would expect them to come back with a trophy.,owing to the expectation of their community for them to return with a prize.
5ea040075511b505cf6ec1eb,17,They drew cards,They shuffled playing cards
5ea040075511b505cf6ec1eb,18,and the farm boy got the highest card,and the highest card was drawn by the country boy
5ea040075511b505cf6ec1eb,19,and went out with his gun.,who then set out armed.
5ea040075511b505cf6ec1eb,20,A very large brown bear rose up in front of him,An imposing brown bear loomed before him
5ea040075511b505cf6ec1eb,21,"but although he took a shot, his gun wasn't loaded,","yet despite firing, his weapon was not loaded,"
5ea040075511b505cf6ec1eb,22,so he ran back to the hut,prompting him to sprint back to the shelter
5ea040075511b505cf6ec1eb,23,and yelled at his friend to open the door,and bellow to his companion to unlatch the door
5ea040075511b505cf6ec1eb,24,"as he got there, he swerved to the right","as he neared, he veered right"
5ea040075511b505cf6ec1eb,25,and the bear ran into the cabin.,causing the bear to barrel into the lodge.
5ea040075511b505cf6ec1eb,26,Funnily enough his friends haven't invited to go shooting with them since!!!,"Curiously, since that incident, his companions have ceased to extend shooting invitations to him."
5ea07f2c55a2bd050fd8f70b,1,We were all friends the four of us from school.,"The four of us, all companions from our school days, shared a close bond."
5ea07f2c55a2bd050fd8f70b,2,I lived on the farm and my buddies were from the city.,"My home was on a farm, while my friends hailed from urban areas."
5ea07f2c55a2bd050fd8f70b,3,They liked to come to the farm after we went to college and they wanted to do some hunting.,"Post-college, they enjoyed visiting the farm to engage in some hunting activities."
5ea07f2c55a2bd050fd8f70b,4,"Even though I was from a farm, I was not a fan of hunting but I went along when we went hunting for squirrels etc.","Despite my rural upbringing, hunting never appealed to me, yet I accompanied them on squirrel hunts and the like."
5ea07f2c55a2bd050fd8f70b,5,"As we grew older, someone suggested that we go bear hunting in Canada.","As time passed, one of us proposed the idea of embarking on a bear hunt in Canada."
5ea07f2c55a2bd050fd8f70b,6,The other three were mad keen but I was not but allowed them to talk me into it.,"My three friends were extremely eager, and despite my reluctance, they persuaded me to join."
5ea07f2c55a2bd050fd8f70b,7,We took a plane way up north then had to travel a further 500 miles to our hut in the woods.,We flew far north and then journeyed an additional 500 miles to reach our remote cabin in the forest.
5ea07f2c55a2bd050fd8f70b,8,By this time my 3 friends were not as mad keen as they were about hunting bear.,"At this juncture, the enthusiasm for bear hunting had waned among my three companions."
5ea07f2c55a2bd050fd8f70b,9,We sat around eating and playing cards however we knew that because we had talked about bear hunting so much before we came we knew we had to take one back or we would be totally ridiculed on our return.,"While we spent time indulging in food and card games, we were conscious that failing to hunt a bear after much talk would lead to mockery upon our return."
5ea07f2c55a2bd050fd8f70b,10,We decided whoever had the highest card number was the one to hunt the bear needless to say I was the guy who ended up with the job.,"It was settled that the person drawing the highest card would undertake the bear hunt, and fate decreed that I should be that person."
5ea07f2c55a2bd050fd8f70b,11,"When I eventually came across a bear, I could not believe how big it was when I fired my gun I had forgot to load it so had to make a run for it chased by the bear.","Confronted with a bear, its immense size astounded me, and in my shock, I realized I had neglected to load my firearm, prompting a hasty retreat with the bear in pursuit."
5ea07f2c55a2bd050fd8f70b,12,"I eventually got back to the cabin, opened the door and left my friends to deal with the bear.","After a frantic escape, I managed to reach the cabin, flung open the door, and left the bear encounter to my friends."
5ea07f2c55a2bd050fd8f70b,13,Needless to say my friends have never asked to go hunting again.,"It goes without saying, the topic of hunting has never been broached by my friends since that day."
5ea2d9b1159f0e2092bc0210,1,"Four friends, all met in school.",A quartet of companions became acquainted during their school days.
5ea2d9b1159f0e2092bc0210,2,"One from the farm, three from the city.","One hailed from a rural farmstead, while the trio originated from urban areas."
5ea2d9b1159f0e2092bc0210,3,"They enjoyed hunting at the one friend's farm, all except the farm boy.","Their pastime included hunting on the farm of one, with the exception of the country boy."
5ea2d9b1159f0e2092bc0210,4,"They decided to go bear hunting in Canada, all wanted to go except the farm boy.","They resolved to pursue bear hunting in the Canadian wilderness, all but the farm lad were eager."
5ea2d9b1159f0e2092bc0210,5,"They took a plane to Canada, went on a canoe then backpacked to their rented cabin.","They journeyed by aircraft to Canada, continued by canoe, and trekked to the cabin they had leased."
5ea2d9b1159f0e2092bc0210,6,"Once they got there, they realised they didn't really want to go hunting at all.","Upon arrival, they discovered their lack of genuine desire to hunt."
5ea2d9b1159f0e2092bc0210,7,"So they sat in the cabin, playing cards and having a nice time.","Thus, they remained inside the cabin, engaging in card games and enjoying each other's company."
5ea2d9b1159f0e2092bc0210,8,"They then thought, we need to shoot a bear otherwise the people back home will think they failed.","They then considered that without a bear, folks back home might perceive their venture as unsuccessful."
5ea2d9b1159f0e2092bc0210,9,So they decide to draw cards to see who will go.,"Consequently, they agreed to select cards to determine the hunter among them."
5ea2d9b1159f0e2092bc0210,10,"The farm boy pulls the high card, so he must go to the woods to shoot a bear.","The country youth drew the highest card, obligating him to venture into the forest in pursuit of a bear."
5ea2d9b1159f0e2092bc0210,11,While the others will skin and prepare it to take it home.,"Meanwhile, his companions would handle the skinning and preparation for the journey back."
5ea2d9b1159f0e2092bc0210,12,"Off the boy goes into the woods, and he comes across an enormous bear.",The young man ventured into the forest and encountered a massive bear.
5ea2d9b1159f0e2092bc0210,13,"He pulls the trigger on his gun, but has forgotten to load it.","When he attempted to fire his weapon, he realized he had neglected to load it."
5ea2d9b1159f0e2092bc0210,14,The bear then chases the boy all the way back to the cabin.,"Subsequently, the bear pursued the young man all the way to the safety of the cabin."
5ea2d9b1159f0e2092bc0210,15,He manages to get in the cabin and lock the bear outside.,"He succeeded in entering the cabin and securing the door, keeping the bear outside."
5ea2d9b1159f0e2092bc0210,16,"And says to his friends ""I brought you the bear, now its your turn to skin it!""","He then proclaimed to his comrades, ""I've delivered the bear, now it's your task to skin it!"""
5ea2d9b1159f0e2092bc0210,17,This story took place 30 years ago.,This tale unfolded three decades prior.
5ea2d9b1159f0e2092bc0210,18,And they have not been on a hunting trip again since.,"Since that event, they have abstained from any further hunting expeditions."
5eb12f8510e0ce205e7b25c7,1,"The narrator made some friends during his high school years when they were in the athletics clubs,","During his time in high school, the narrator formed friendships with peers in the athletic clubs,"
5eb12f8510e0ce205e7b25c7,2,"and they ended up attending the same college, together.",which led to them all enrolling at the same university together.
5eb12f8510e0ce205e7b25c7,3,"The friends would often visit the narrator,","These friends frequently paid visits to the narrator,"
5eb12f8510e0ce205e7b25c7,4,who lived on a farm.,whose residence was a farm.
5eb12f8510e0ce205e7b25c7,5,They'd go hunting during those trips.,Hunting was a common activity on these visits.
5eb12f8510e0ce205e7b25c7,6,"Many years later, one of them suggested they fly to Canada and hunt down a bear.","Years down the line, one proposed a trip to Canada for a bear hunting adventure."
5eb12f8510e0ce205e7b25c7,7,"So, they make the trip,","Thus, they embarked on the journey,"
5eb12f8510e0ce205e7b25c7,8,"which includes a flight a long hike to their cabin in the woods,","involving a plane ride and an extensive trek to their remote cabin in the forest,"
5eb12f8510e0ce205e7b25c7,9,"but by the time they get there, nobody is really in the mood to hunt bears","yet upon arrival, the desire to pursue bear hunting had faded among them"
5eb12f8510e0ce205e7b25c7,10,"(especially the narrator, who wasn't interested in hunting, anyway).","(particularly for the narrator, who had little interest in the hunt to begin with)."
5eb12f8510e0ce205e7b25c7,11,"However, after a few days of just staying in the cabin, they realise that they'd need some kind of evidence that they'd been hunting bears to bring back home,","Nonetheless, after spending several days confined to the cabin, they felt compelled to procure some proof of bear hunting for their return,"
5eb12f8510e0ce205e7b25c7,12,as they'd been bragging to all their other friends and families about it.,since they had boasted about such exploits to their other acquaintances and relatives.
5eb12f8510e0ce205e7b25c7,13,"So, they decide to draw cards in order to determine which one of the group had to go out and hunt the bear, alone;","Consequently, they resorted to drawing lots to decide which individual would undertake the bear hunt solo;"
5eb12f8510e0ce205e7b25c7,14,the narrator ends up having to do it.,fate dictated that the narrator was the one chosen.
5eb12f8510e0ce205e7b25c7,15,"So, he takes his gun","Armed with his firearm,"
5eb12f8510e0ce205e7b25c7,16,"and makes his way out into the woods,","he ventured into the forest,"
5eb12f8510e0ce205e7b25c7,17,where he eventually finds an enormous bear.,eventually encountering a massive bear.
5eb12f8510e0ce205e7b25c7,18,"Unfortunately, he had forgotten to load the gun before going out,","Regrettably, he had neglected to load his weapon prior to his departure,"
5eb12f8510e0ce205e7b25c7,19,and ends up running for his life as the bear chases him all the way back to the cabin.,resulting in a frantic escape as the bear pursued him back to the safety of the cabin.
5eb12f8510e0ce205e7b25c7,20,He gets his friends to open the door,He implores his companions to unlock the door
5eb12f8510e0ce205e7b25c7,21,"and, if I recall correctly, he seems to instead lure the bear inside while he stays outside,","and, as best as I can remember, he inadvertently guides the bear inside while remaining outside himself,"
5eb12f8510e0ce205e7b25c7,22,leaving his friends to kill and skin it.,which forces his friends to confront and ultimately dispatch the bear.
5eb12f8510e0ce205e7b25c7,23,It's implied that everyone survived the ordeal.,The narrative suggests that all parties involved emerged unscathed from the incident.
5efa3b73f0ef1585a149d72b,1,This is a story of four guys,This tale revolves around a quartet of men
5efa3b73f0ef1585a149d72b,2,who met when they were young.,who encountered each other during their youth.
5efa3b73f0ef1585a149d72b,3,As youngsters they were in different schools,"In their early years, they attended separate schools"
5efa3b73f0ef1585a149d72b,4,but competed against each other as athletes.,yet they rivaled one another in athletic events.
5efa3b73f0ef1585a149d72b,5,They later ended up being in school together,"Eventually, they all found themselves at the same educational institution"
5efa3b73f0ef1585a149d72b,6,and became friends.,and forged a bond of friendship.
5efa3b73f0ef1585a149d72b,7,The narrator was from a farm,The storyteller hailed from a rural farmstead
5efa3b73f0ef1585a149d72b,8,and the other three from the city.,while his three companions originated from urban areas.
5efa3b73f0ef1585a149d72b,9,They all spent a lot of time on the farm helping out,"Together, they devoted considerable time assisting on the farm"
5efa3b73f0ef1585a149d72b,10,as the city guys enjoyed hunting.,since the urbanites had a fondness for the hunt.
5efa3b73f0ef1585a149d72b,11,"The narrator did not enjoy hunting,","Hunting did not appeal to the storyteller,"
5efa3b73f0ef1585a149d72b,12,but went along with it for the sake of his friends.,"however, he participated to maintain camaraderie with his pals."
5efa3b73f0ef1585a149d72b,13,One day they decided to set off on a trip to Canada bear hunting.,"On one occasion, they resolved to embark on a Canadian bear hunting expedition."
5efa3b73f0ef1585a149d72b,14,They took a plane,They journeyed by aircraft
5efa3b73f0ef1585a149d72b,15,and then canoed and hiked for many many miles,followed by extensive canoeing and trekking for numerous miles
5efa3b73f0ef1585a149d72b,16,until they reached the cabin in the depth of the woods.,before arriving at a secluded cabin deep within the forest.
5efa3b73f0ef1585a149d72b,17,Finally realised that they did not want to go out in the night hunting,They ultimately acknowledged their reluctance to venture out for a nocturnal hunt
5efa3b73f0ef1585a149d72b,18,as it was very dark and deserted.,due to the profound darkness and isolation.
